Julian Date,Snow Depth (m),Air Temp (°C),Ground temp (°C),Wind velocity (m/s),hflux1_W_m2,hflux2_W_m2
382.625,,-0.0414124,0.000488281,1.38863,-1.53424,1.3294
382.667,1.075,-0.0957642,-0.00424194,1.79738,-1.10608,1.30627
382.708,,-0.149933,0.000488281,2.45475,-1.9624,1.24192
382.75,,-0.200348,0.000488281,2.71688,-1.89104,1.20873
382.792,,-0.311584,-0.00424194,2.442,-1.53424,1.17655
382.833,,-0.486053,-0.0326538,1.95675,-1.21312,1.18761
382.875,,-0.560364,0.0289001,1.4085,-1.53424,1.13231
382.917,,-0.795563,-0.00424194,0.809625,-1.89104,1.11219
382.958,1.12,-0.799042,-0.00424194,0.40275,-1.17744,1.09912
383,,-0.802521,-0.00424194,0.388125,-1.56992,1.05588
383.042,,-0.868683,0.000488281,0.733875,-1.92672,1.01264
383.083,,-1.10361,-0.0326538,1.26488,-2.3192,0.98046
383.125,,-1.13107,-0.0326538,1.69688,-2.28352,0.98046
383.167,,-1.7951,-0.0326538,1.8945,-1.9624,0.98046
383.208,,-2.26324,0.000488281,1.90538,-1.53424,0.959342
383.25,,-2.68549,0.000488281,1.8135,-1.89104,0.937219
383.292,,-2.27295,-0.0326538,1.8075,-1.92672,0.925152
383.333,,-2.27942,-0.0326538,1.938,-0.82064,0.915096
383.375,,-2.20822,0.000488281,2.115,-1.10608,0.926158
383.417,,-2.28586,0.000488281,2.394,-1.53424,0.915096
383.458,,-2.81165,-0.00424194,2.685,-1.56992,0.915096
383.5,,-2.38254,-0.0326538,2.87175,-2.3192,0.915096
383.542,,-3.22522,-0.0326538,3.144,-1.17744,0.915096
383.583,1.128,-3.40891,-0.0326538,3.39225,-1.92672,0.915096
383.625,1.101,-4.03824,-0.0326538,3.06825,-1.89104,0.916102
383.667,1.157,-5.59427,-0.0326538,2.22413,-0.82064,0.925152
383.708,1.154,-6.67624,-0.00424194,1.74187,-1.49856,0.915096
383.75,1.149,-7.3562,-0.00424194,2.05162,-1.53424,0.915096
383.792,1.14,-7.28186,-0.0326538,2.53612,-1.92672,0.926158
383.833,1.131,-5.23785,-0.0326538,2.53163,-1.21312,0.915096
383.875,1.13,-4.50421,-0.0326538,2.1285,-1.17744,0.915096
383.917,1.127,-4.50421,-0.0326538,1.72612,-1.49856,0.915096
383.958,1.125,-4.41772,-0.00424194,1.467,-0.78496,0.915096
384,1.126,-4.61896,-0.0326538,1.40437,-1.21312,0.915096
384.042,1.121,-4.93094,-0.0326538,1.59262,-2.3192,0.915096
384.083,1.137,-5.29312,-0.0326538,1.93388,-1.92672,0.904034
384.125,1.128,-5.4032,-0.0326538,2.2815,-1.89104,0.915096
384.167,1.13,-5.62143,-0.00424194,2.442,-0.39248,0.915096
384.208,1.125,-6.18256,-0.0326538,2.12962,-1.21312,0.915096
384.25,1.126,-6.54758,-0.0326538,1.39837,-0.78496,0.937219
384.292,1.128,-6.18256,-0.00424194,0.8205,-0.74928,0.938225
384.333,1.128,-5.75656,-0.037384,0.74025,-1.56992,0.958337
384.375,1.132,-5.70258,-0.0326538,0.932625,-1.17744,0.938225
384.417,1.12,-5.62143,-0.0326538,1.27387,-1.49856,0.98046
384.458,1.135,-5.5126,-0.0326538,1.92788,-0.82064,0.969398
384.5,1.128,-5.34824,-0.00424194,2.796,-1.53424,0.98046
384.542,,-5.18243,-0.00424194,3.39,-1.10608,0.98046
384.583,,-5.07104,-0.0326538,3.35587,-1.56992,0.98046
384.625,,-5.62143,-0.00424194,2.89687,-1.49856,0.98046
384.667,,-5.83716,-0.0326538,2.39175,-1.21312,0.98046
384.708,,-6.33987,-0.0326538,1.938,-1.53424,0.98046
384.75,,-6.75305,-0.00424194,1.54163,-1.17744,0.98046
384.792,1.134,-6.85492,-0.00424194,1.374,-0.3568,0.98046
384.833,1.134,-7.504,-0.0326538,1.60912,-1.21312,0.98046
384.875,1.137,-6.93097,-0.0326538,1.95825,-1.53424,0.98046
384.917,1.135,-6.62488,-0.0326538,1.99762,-1.92672,0.98046
384.958,1.133,-6.54758,-0.037384,1.83,-1.17744,0.98046
385,1.134,-6.28757,-0.0326538,1.63612,-1.49856,0.991522
385.042,1.136,-6.75305,-0.0326538,1.37663,-1.17744,0.991522
385.083,1.137,-8.32016,-0.00424194,1.19325,-0.78496,0.98046
385.125,1.131,-7.94052,-0.037384,1.20338,-0.42816,0.991522
385.167,,-7.23212,-0.00424194,1.17562,-0.74928,0.98046
385.208,1.129,-7.43027,-0.037384,1.00425,-0.78496,0.98046
385.25,1.134,-6.90564,-0.0326538,0.917625,-0.78496,0.98046
385.292,1.122,-6.67624,-0.0326538,0.973875,-1.56992,0.991522
385.333,1.114,-6.54758,-0.00424194,0.947625,-0.74928,0.98046
385.375,1.109,-6.6506,-0.00424194,0.69375,-0.78496,0.991522
385.417,1.125,-6.95624,-0.0326538,0.359625,-0.42816,1.00258
385.458,1.129,-6.49585,-0.0326538,0.20025,-0.74928,0.991522
385.5,1.134,-5.78345,-0.0326538,0.259125,0,0.98046
385.542,1.116,-5.4032,-0.0326538,0.450375,0,0.991522
385.583,1.132,-5.62143,-0.0326538,0.73725,0,0.98046
385.625,1.136,-5.59427,-0.037384,0.98925,0,0.98046
385.667,,-5.64853,-0.00424194,1.08562,0,0.98046
385.708,,-6.41803,-0.037384,1.11713,0,0.991522
385.75,,-7.86847,-0.00424194,1.14075,0,0.98046
385.792,,-8.155,-0.0326538,1.10438,0,0.98046
385.833,,-7.60187,-0.0326538,1.03612,0,0.98046
385.875,,-7.7478,-0.00424194,0.99525,0.39248,0.98046
385.917,,-7.94052,-0.0326538,0.977625,0,0.98046
385.958,1.113,-7.94052,-0.00424194,0.976875,0.82064,0.98046
386,1.138,-7.86847,-0.0326538,0.943875,0.39248,0.97141
386.042,1.136,-7.91656,-0.037384,0.781875,0.3568,0.990516
386.083,1.133,-7.9884,-0.0326538,0.572625,0.42816,0.98046
386.125,1.135,-7.86847,-0.00424194,0.483,1.17744,0.98046
386.167,1.127,-7.89252,-0.0657043,0.50775,1.92672,0.98046
386.208,1.126,-8.155,-0.0326538,0.559125,2.3192,0.98046
386.25,1.124,-8.22595,-0.0326538,0.594375,1.10608,0.98046
386.292,1.134,-8.06,-0.0657043,0.624375,0.78496,0.969398
386.333,1.126,-7.72354,-0.037384,0.64275,0.78496,0.979454
386.375,1.121,-7.94052,-0.0326538,0.60675,1.9624,0.97141
386.417,,-8.01227,-0.0326538,0.541125,1.53424,0.969398
386.458,,-7.84439,-0.0326538,0.501,0.74928,0.98046
386.5,1.076,-8.48386,-0.0326538,0.47175,1.56992,0.969398
386.542,1.088,-9.03433,-0.0326538,0.45,1.17744,0.926158
386.583,1.095,-10.6353,-0.0326538,0.481125,1.17744,0.926158
386.625,1.091,-11.2466,-0.037384,0.536625,1.53424,0.936214
386.667,1.111,-11.7018,-0.0326538,0.635625,1.17744,0.927163
386.708,1.12,-13.7341,-0.00424194,0.921375,1.49856,0.947275
386.75,1.126,-15.0154,-0.037384,1.28325,1.56992,0.926158
386.792,1.128,-16.5428,-0.037384,1.401,1.53424,0.915096
386.833,1.125,-17.5162,-0.0657043,1.21763,0.78496,0.915096
386.875,1.13,-18.2904,-0.037384,0.87675,2.3192,0.926158
386.917,1.124,-18.4788,-0.037384,0.504375,1.49856,0.915096
386.958,1.122,-18.3174,-0.037384,0.244875,1.21312,0.915096
387,1.101,-18.6254,-0.037384,0.18825,1.53424,0.915096
387.042,1.111,-19.0967,-0.00900269,0.26325,2.28352,0.915096
387.083,1.107,-17.2742,-0.037384,0.307125,1.56992,0.915096
387.125,1.115,-15.7955,-0.037384,0.24,2.3192,0.893978
387.167,1.114,-15.5287,-0.037384,0.14775,1.92672,0.915096
387.208,1.121,-15.8732,-0.037384,0.132375,1.53424,0.915096
387.25,1.116,-16.1043,-0.037384,0.2055,1.92672,0.915096
387.292,1.12,-16.839,-0.0420837,0.3465,1.92672,0.90504
387.333,1.125,-16.0276,-0.037384,0.469125,2.3192,0.915096
387.375,1.127,-16.2416,-0.037384,0.48525,1.92672,0.893978
387.417,1.124,-15.9351,-0.037384,0.43875,2.3192,0.915096
387.458,1.116,-15.0804,-0.037384,0.385875,2.3192,0.915096
387.5,1.118,-14.403,-0.0420837,0.312375,1.92672,0.915096
387.542,1.12,-13.908,-0.037384,0.211875,1.17744,0.90504
387.583,1.116,-13.9426,-0.037384,0.1095,1.17744,0.915096
387.625,1.117,-13.6816,-0.0704041,0.039,2.3192,0.915096
387.667,1.116,-13.9598,-0.037384,0.0105,2.3192,0.915096
387.708,1.113,-14.3524,-0.0704041,0.009,1.92672,0.915096
387.75,1.109,-14.5205,-0.0704041,0.03,1.89104,0.915096
387.792,1.108,-14.5706,-0.037384,0.0645,1.21312,0.90504
387.833,1.099,-14.7201,-0.0420837,0.072375,1.92672,0.915096
387.875,1.091,-15.0966,-0.037384,0.04125,1.17744,0.893978
387.917,1.071,-15.966,-0.037384,0.025125,1.17744,0.915096
387.958,,-18.4921,-0.037384,0.058125,1.49856,0.915096
388,,-20.7115,-0.0420837,0.08625,1.21312,0.915096
388.042,1.077,-21.971,-0.0420837,0.072375,1.92672,0.90504
388.083,1.113,-21.9929,-0.0704041,0.073875,2.3192,0.915096
388.125,1.116,-21.2104,-0.0704041,0.11025,1.92672,0.915096
388.167,1.118,-20.7937,-0.0420837,0.132375,1.92672,0.915096
388.208,1.118,-20.8872,-0.0420837,0.234375,1.89104,0.915096
388.25,1.119,-21.7618,-0.0420837,0.5385,0.39248,0.881911
388.292,1.122,-22.7934,-0.037384,0.779625,1.53424,0.882917
388.333,1.119,-23.2259,-0.0420837,0.668625,1.9624,0.906046
388.375,1.119,-24.2708,-0.0420837,0.432375,2.3192,0.915096
388.417,1.119,-24.5458,-0.0420837,0.348,2.3192,0.90504
388.458,1.117,-23.4982,-0.0420837,0.35175,1.92672,0.893978
388.5,1.117,-22.6993,-0.0420837,0.324375,1.53424,0.90504
388.542,1.116,-21.8061,-0.037384,0.28725,1.17744,0.90504
388.583,1.118,-21.1646,-0.0420837,0.300375,2.28352,0.90504
388.625,1.119,-20.9337,-0.0420837,0.353625,1.56992,0.90504
388.667,1.119,-21.4714,-0.037384,0.429375,1.53424,0.893978
388.708,1.118,-22.6993,-0.0420837,0.51825,2.3192,0.915096
388.75,1.121,-23.3374,-0.0420837,0.520875,1.49856,0.859788
388.792,1.121,-23.2868,-0.0420837,0.383625,1.92672,0.893978
388.833,1.12,-23.6477,-0.037384,0.265875,1.56992,0.90504
388.875,1.12,-24.1365,-0.0420837,0.282,1.92672,0.893978
388.917,1.12,-24.4704,-0.0420837,0.308625,1.89104,0.893978
388.958,1.117,-22.0583,-0.0420837,0.2355,1.17744,0.871855
389,1.117,-20.4983,-0.0420837,0.12225,1.56992,0.894984
389.042,1.117,-19.4547,-0.0420837,0.064875,1.10608,0.881911
389.083,1.117,-19.0579,-0.0420837,0.098625,1.17744,0.906046
389.125,1.116,-18.2091,-0.0420837,0.188625,1.56992,0.915096
389.167,1.114,-17.866,-0.0420837,0.268125,1.92672,0.90504
389.208,1.114,-17.1592,-0.0420837,0.3075,1.10608,0.881911
389.25,1.117,-16.5875,-0.0420837,0.288375,1.17744,0.882917
389.292,1.098,-16.438,-0.0420837,0.243,1.53424,0.906046
389.333,,-16.2871,-0.0420837,0.31425,1.56992,0.915096
389.375,1.088,-15.9197,-0.0420837,0.50175,1.53424,0.90504
389.417,1.087,-15.7799,-0.0420837,0.6345,1.92672,0.90504
389.458,1.079,-15.274,-0.0420837,0.699,1.53424,0.893978
389.5,,-14.604,-0.037384,0.70725,1.49856,0.904034
389.542,,-14.5038,-0.0420837,0.600375,1.21312,0.894984
389.583,1.083,-14.2848,-0.0420837,0.50175,1.92672,0.915096
389.625,,-14.1658,-0.0420837,0.511125,1.89104,0.892973
389.667,1.1,-14.6372,-0.0420837,0.500625,1.9624,0.894984
389.708,1.1,-14.9339,-0.0420837,0.477,1.49856,0.904034
389.75,,-15.1451,-0.0420837,0.609375,1.9624,0.906046
389.792,,-15.0804,-0.0420837,0.7545,2.3192,0.90504
389.833,1.095,-15.2899,-0.0420837,0.633,2.3192,0.915096
389.875,1.101,-15.4177,-0.0420837,0.345,1.53424,0.90504
389.917,1.103,-15.4653,-0.0420837,0.146625,2.3192,0.90504
389.958,1.1,-17.0435,-0.0420837,0.081,1.53424,0.915096
390,1.106,-18.5589,-0.0420837,0.08025,2.3192,0.937219
390.042,1.106,-19.892,-0.0420837,0.10575,1.92672,0.960348
390.083,1.104,-19.7184,-0.0420837,0.141375,2.3192,0.948281
390.125,1.109,-18.6254,-0.0420837,0.201,2.3192,0.981466
390.167,1.113,-15.2579,-0.0420837,0.27675,2.3192,0.970404
390.208,1.11,-15.4495,-0.0420837,0.292875,1.92672,0.970404
390.25,1.116,-16.0737,-0.0420837,0.239625,2.3192,0.981466
390.292,1.116,-15.5603,-0.0420837,0.2175,1.92672,0.981466
390.333,1.121,-13.9253,-0.0420837,0.289875,2.3192,0.98046
390.375,1.123,-13.1299,-0.0420837,0.427875,1.17744,0.959342
390.417,1.134,-13.166,-0.0420837,0.514125,2.28352,0.979454
390.458,1.134,-12.9847,-0.0420837,0.446625,1.92672,0.97141
390.5,1.134,-12.7279,-0.0704041,0.3075,1.21312,0.98046
390.542,1.132,-12.2411,-0.0420837,0.21,2.3192,0.98046
390.583,1.132,-11.6823,-0.0704041,0.2115,2.3192,0.970404
390.625,1.134,-11.9156,-0.0420837,0.489,2.3192,0.991522
390.667,1.134,-12.2031,-0.0420837,0.984,1.89104,0.992527
390.708,1.133,-12.8201,-0.0420837,1.16175,1.9624,1.01364
390.75,1.133,-13.3097,-0.0420837,0.850125,2.3192,1.03577
390.792,1.13,-13.2021,-0.0420837,0.5265,1.92672,1.02471
390.833,1.128,-13.4167,-0.0420837,0.500625,2.3192,1.03577
390.875,1.121,-14.0115,-0.0420837,0.715125,1.92672,1.04683
390.917,1.123,-14.5038,-0.0420837,0.997875,1.92672,1.04683
390.958,1.113,-14.9175,-0.0420837,1.0875,2.3192,1.04683
391,1.113,-15.0154,-0.0420837,0.87,2.3192,1.04683
391.042,1.112,-14.4199,-0.0420837,0.52575,1.92672,1.06795
391.083,1.118,-14.2509,-0.0704041,0.2775,1.92672,1.06895
391.125,1.118,-14.2169,-0.0420837,0.198,1.53424,1.10113
391.167,1.131,-14.3187,-0.0704041,0.28425,2.3192,1.10113
391.208,1.137,-14.4367,-0.0420837,0.523125,2.3192,1.11219
391.25,1.14,-14.5205,-0.0704041,0.81075,1.92672,1.10113
391.292,1.132,-14.6206,-0.0420837,1.00725,2.3192,1.11219
391.333,1.133,-14.5873,-0.0704041,1.05675,1.92672,1.11219
391.375,1.104,-14.6704,-0.0704041,0.97125,2.3192,1.11219
391.417,1.139,-14.8355,-0.0420837,0.858,2.3192,1.11219
391.458,1.145,-14.7862,-0.0704041,0.8175,2.3192,1.11219
391.5,1.14,-14.2848,-0.0420837,0.816375,2.3192,1.13331
391.542,1.148,-14.2848,-0.0704041,0.786,1.92672,1.14538
391.583,1.136,-13.8734,-0.0704041,0.6885,1.92672,1.15443
391.625,1.147,-13.7516,-0.0420837,0.577875,1.92672,1.15644
391.667,1.151,-14.1658,-0.0704041,0.555375,1.53424,1.15543
391.708,1.147,-14.852,-0.0986938,0.5955,1.92672,1.15543
391.75,1.131,-15.0642,-0.0704041,0.59475,2.3192,1.17756
391.792,1.129,-15.4177,-0.0704041,0.5055,1.92672,1.17756
391.833,1.136,-15.4018,-0.0704041,0.363,2.3192,1.17756
391.875,1.146,-15.3539,-0.0420837,0.23175,2.3192,1.17756
391.917,1.148,-15.1451,-0.0704041,0.13425,1.92672,1.1665
391.958,1.133,-14.9829,-0.0704041,0.066375,2.3192,1.17756
392,1.15,-14.9829,-0.0704041,0.027375,2.3192,1.17756
392.042,1.13,-14.9666,-0.0704041,0.016875,2.28352,1.19968
392.083,1.113,-14.6206,-0.0704041,0.03525,1.9624,1.23186
392.125,,-14.604,-0.0704041,0.0855,2.3192,1.24292
392.167,,-14.3862,-0.0704041,0.172125,2.3192,1.24292
392.208,,-13.4345,-0.0704041,0.256125,2.3192,1.24292
392.25,1.138,-11.9927,-0.0704041,0.259125,2.3192,1.24292
392.292,,-10.8413,-0.0704041,0.195375,2.3192,1.24292
392.333,1.129,-9.80887,-0.0704041,0.18,2.3192,1.24292
392.375,,-8.55353,-0.0704041,0.301125,2.3192,1.25298
392.417,,-8.22595,-0.0704041,0.541875,1.92672,1.29722
392.458,,-6.93097,-0.0704041,0.76725,2.3192,1.28717
392.5,,-6.95624,-0.0704041,0.920625,2.3192,1.29722
392.542,,-6.10342,-0.0704041,1.10738,2.3192,1.30829
392.583,,-6.70187,-0.0986938,1.29862,2.3192,1.30829
392.625,,-6.77853,-0.0657043,1.32638,2.3192,1.30829
392.667,,-6.41803,-0.0986938,1.179,2.3192,1.30829
392.708,1.127,-6.28757,-0.0704041,1.02225,2.3192,1.30829
392.75,1.131,-6.15622,-0.0657043,1.11488,2.3192,1.30829
392.792,1.133,-6.23514,-0.0704041,1.55775,2.3192,1.31834
392.833,1.132,-6.02396,-0.0657043,2.01038,2.3192,1.3294
392.875,1.127,-5.62143,-0.0657043,2.0205,2.28352,1.35153
392.917,1.13,-5.64853,-0.0986938,1.5645,1.9624,1.36359
392.958,1.127,-5.70258,-0.0657043,1.03087,2.3192,1.37365
393,1.125,-5.5126,-0.0704041,0.692625,2.3192,1.37365
393.042,1.115,-5.70258,-0.0657043,0.49725,2.3192,1.37466
393.083,,-5.64853,-0.0704041,0.361125,2.3192,1.43901
393.125,,-5.23785,-0.0657043,0.259875,2.3192,1.43901
393.167,,-4.64752,-0.0986938,0.181125,1.92672,1.43901
393.208,1.157,-3.83078,-0.0940247,0.14025,1.92672,1.43801
393.25,1.155,-3.5304,-0.0986938,0.140625,1.92672,1.42795
393.292,1.149,-3.37842,-0.0657043,0.187125,2.3192,1.43901
393.333,1.143,-3.31729,-0.0940247,0.32625,2.3192,1.43801
393.375,1.129,-3.28665,-0.0940247,0.496125,2.3192,1.43801
393.417,1.12,-3.07077,-0.0940247,0.496125,2.71168,1.43801
393.458,1.124,-1.97653,-0.0940247,0.3675,2.3192,1.48326
393.5,1.121,-1.37305,-0.0940247,0.37725,2.3192,1.50337
393.542,1.107,-0.539154,-0.0940247,0.5505,2.3192,1.50337
393.583,1.111,-0.868683,-0.0940247,0.733125,2.3192,1.50337
393.625,,-2.59354,-0.0940247,0.8745,2.3192,1.50337
393.667,1.126,-3.19443,-0.0940247,0.979125,2.3192,1.50337
393.708,1.125,-4.03824,-0.0940247,1.15275,2.3192,1.50337
393.75,1.128,-4.64752,-0.122253,1.53525,2.3192,1.50337
393.792,1.134,-5.29312,-0.0940247,1.99013,2.3192,1.50337
393.833,1.143,-5.91745,-0.0657043,2.30925,2.71168,1.51443
393.875,1.139,-6.77853,-0.0940247,2.58713,2.3192,1.50337
393.917,1.144,-7.38092,-0.0940247,2.946,2.71168,1.50337
393.958,1.145,-8.48386,-0.122253,3.24338,2.3192,1.50337
394,1.146,-9.7872,-0.122253,3.42712,3.10416,1.50337
394.042,1.146,-11.2466,-0.0940247,3.58463,2.3192,1.53756
394.083,1.145,-12.9118,-0.122253,3.50325,2.3192,1.54762
394.125,1.146,-13.8907,-0.122253,2.99962,2.3192,1.53555
394.167,1.142,-14.9175,-0.0940247,2.46637,2.3192,1.55969
394.208,1.138,-15.2418,-0.0940247,2.42437,2.3192,1.56874
394.25,1.136,-15.6861,-0.122253,2.77875,2.3192,1.56874
394.292,1.138,-15.306,-0.0940247,3.09525,2.3192,1.57075
394.333,1.143,-14.5205,-0.0986938,3.39788,2.3192,1.57879
394.375,1.142,-13.47,-0.126984,3.876,2.3192,1.56974
394.417,1.14,-11.8382,-0.0986938,4.24538,2.3192,1.5808
394.458,1.141,-10.2373,-0.0986938,4.13287,2.3192,1.60192
394.5,1.141,-8.36707,-0.0986938,3.4695,2.3192,1.62404
394.542,1.14,-6.31372,-0.0986938,2.39437,2.3192,1.62404
394.583,1.142,-5.34824,-0.0940247,1.31625,2.3192,1.62404
394.625,1.142,-6.54758,-0.0986938,0.654,2.3192,1.63511
394.667,1.142,-7.65067,-0.0986938,0.448125,2.3192,1.63511
394.708,1.143,-9.74374,-0.0940247,0.59025,2.3192,1.63511
394.75,1.142,-12.2221,-0.0940247,0.953625,1.92672,1.63511
394.792,1.141,-12.8201,-0.0940247,1.32938,2.3192,1.63511
394.833,1.141,-13.2739,-0.0940247,1.61888,2.3192,1.63511
394.875,1.138,-14.403,-0.126984,1.731,2.3192,1.63511
394.917,1.138,-15.338,-0.0986938,1.51725,2.3192,1.63511
394.958,1.138,-14.7862,-0.126984,1.18275,2.3192,1.63511
395,1.138,-15.1774,-0.0986938,1.19362,2.3192,1.63511
395.042,1.137,-13.3633,-0.0986938,1.66725,2.3192,1.62404
395.083,1.137,-11.6627,-0.0986938,2.11725,2.3192,1.63511
395.125,1.137,-11.7604,-0.0986938,1.917,2.3192,1.63511
395.167,1.136,-11.7213,-0.126984,1.24612,2.3192,1.63511
395.208,1.138,-11.9542,-0.0986938,1.01625,2.3192,1.63511
395.25,1.135,-11.6431,-0.0986938,1.48012,2.3192,1.63511
395.292,1.135,-11.6431,-0.0986938,1.91963,2.3192,1.62404
395.333,1.135,-12.3358,-0.126984,2.08238,1.92672,1.61298
395.375,1.135,-12.8385,-0.0986938,2.53988,2.3192,1.63511
395.417,1.135,-13.1479,-0.0986938,3.24112,2.3192,1.61298
395.458,1.133,-12.4111,-0.0986938,3.41475,2.3192,1.62404
395.5,1.133,-11.7018,-0.0986938,3.05137,2.3192,1.63511
395.542,1.132,-11.3665,-0.0986938,2.7855,2.3192,1.6341
395.583,1.133,-11.5645,-0.126984,2.68687,1.9624,1.61399
395.625,1.128,-12.8017,-0.126984,2.52488,2.676,1.62404
395.667,1.131,-14.3356,-0.0986938,2.45813,2.3192,1.62404
395.708,1.128,-16.2567,-0.0986938,2.64937,2.3192,1.63511
395.75,1.13,-18.4117,-0.0986938,2.91188,2.3192,1.62404
395.792,1.13,-20.3066,-0.0986938,3.00975,2.3192,1.6341
395.833,1.13,-21.4377,-0.0986938,2.874,2.3192,1.62505
395.875,1.129,-20.125,-0.0986938,2.58075,2.3192,1.63511
395.917,1.129,-17.7409,-0.0986938,2.33063,2.3192,1.63511
395.958,1.128,-16.0122,-0.0986938,2.28675,2.3192,1.63511
396,1.127,-14.8684,-0.0986938,2.32237,1.92672,1.63511
396.042,1.127,-14.604,-0.0986938,2.0985,2.28352,1.63611
396.083,1.126,-14.0115,-0.0986938,1.54425,1.9624,1.64516
396.125,1.122,-14.0287,-0.0986938,1.01588,2.3192,1.63511
396.167,1.123,-15.1451,-0.0986938,0.769125,2.3192,1.63511
396.208,1.122,-15.4971,-0.103394,0.669,2.3192,1.63511
396.25,1.122,-14.3356,-0.0986938,0.528375,2.3192,1.64617
396.292,1.121,-13.5761,-0.0986938,0.355875,2.3192,1.63511
396.333,1.128,-13.184,-0.131683,0.243,2.3192,1.63511
396.375,1.124,-13.5055,-0.0986938,0.186,2.3192,1.63511
396.417,1.126,-13.3811,-0.0986938,0.133125,1.92672,1.64617
396.458,,-13.2918,-0.0986938,0.147,2.3192,1.63511
396.5,1.13,-12.2601,-0.0986938,0.4275,2.3192,1.64617
396.542,1.125,-11.1864,-0.126984,1.11037,1.92672,1.63511
396.583,1.123,-10.3218,-0.0986938,1.95862,2.3192,1.62404
396.625,1.118,-9.80887,-0.0986938,2.526,2.3192,1.64617
396.667,1.124,-10.2585,-0.0986938,2.68237,2.3192,1.64617
396.708,1.13,-10.7592,-0.0986938,2.5845,2.71168,1.63611
396.75,1.133,-11.2667,-0.0986938,2.42662,2.3192,1.65622
396.792,1.138,-11.4261,-0.0986938,2.53725,2.3192,1.64416
396.833,1.11,-11.9927,-0.0986938,3.066,2.3192,1.64516
396.875,,-12.691,-0.0986938,3.61387,2.3192,1.63611
396.917,,-12.9847,-0.126984,3.77175,2.3192,1.67734
396.958,,-13.166,-0.126984,3.51038,2.3192,1.65622
397,1.118,-13.3276,-0.126984,2.95312,2.3192,1.65622
397.042,,-13.4878,-0.0940247,2.41762,2.3192,1.66728
397.083,,-13.6641,-0.0986938,2.20687,1.92672,1.66829
397.125,,-13.6289,-0.126984,2.04938,2.3192,1.69946
397.167,,-13.908,-0.126984,1.54613,2.3192,1.66829
397.208,,-14.487,-0.126984,0.908625,2.3192,1.67734
397.25,1.133,-15.6234,-0.126984,0.4755,2.3192,1.66829
397.292,1.148,-15.306,-0.126984,0.232125,2.3192,1.67835
397.333,1.148,-15.4177,-0.0986938,0.111375,1.92672,1.70047
397.375,1.15,-15.7799,-0.126984,0.07425,2.3192,1.70047
397.417,1.149,-16.4229,-0.126984,0.0555,2.3192,1.70047
397.458,1.15,-15.0317,-0.0986938,0.03675,1.92672,1.68941
397.5,1.135,-13.6465,-0.126984,0.01875,2.3192,1.70047
397.542,,-12.7833,-0.0986938,0.0045,1.92672,1.66728
397.583,1.139,-12.3735,-0.126984,0,2.3192,1.70047
397.625,,-12.1078,-0.126984,0,2.3192,1.70047
397.667,1.159,-12.5423,-0.126984,0,2.3192,1.70047
397.708,1.148,-12.5981,-0.159851,0,2.3192,1.70047
397.75,1.143,-12.8935,-0.126984,0,2.3192,1.70047
397.792,1.178,-12.7464,-0.126984,0,2.3192,1.70047
397.833,,-12.4674,-0.126984,0.009,1.92672,1.68941
397.875,,-11.7604,-0.126984,0.057,2.3192,1.70047
397.917,1.217,-12.165,-0.126984,0.142875,2.3192,1.70047
397.958,1.216,-12.4674,-0.126984,0.182625,2.3192,1.70047
398,1.192,-12.298,-0.126984,0.16575,1.92672,1.70148
398.042,1.203,-12.5049,-0.126984,0.238125,2.3192,1.70952
398.083,1.214,-12.7833,-0.126984,0.406875,2.3192,1.71153
398.125,1.209,-13.0575,-0.126984,0.495375,2.3192,1.70148
398.167,1.213,-13.3633,-0.126984,0.484125,2.3192,1.72058
398.208,1.199,-13.8907,-0.126984,0.51375,2.3192,1.71153
398.25,,-14.0631,-0.155182,0.62475,2.3192,1.73265
398.292,1.212,-13.9943,-0.126984,0.661125,2.3192,1.72259
398.333,1.207,-13.7341,-0.126984,0.5415,2.3192,1.74371
398.375,,-13.6289,-0.126984,0.577875,2.3192,1.75377
398.417,1.206,-13.3097,-0.126984,0.98325,2.3192,1.75578
398.458,1.219,-12.4487,-0.131683,1.29937,2.3192,1.76583
398.5,1.195,-11.3066,-0.126984,1.07512,2.28352,1.75377
398.542,,-11.0248,-0.126984,0.586875,1.56992,1.74472
398.583,,-10.5938,-0.126984,0.3015,2.3192,1.76583
398.625,,-10.4269,-0.126984,0.265125,2.3192,1.76583
398.667,,-10.718,-0.126984,0.26325,2.3192,1.76583
398.708,,-11.1058,-0.155182,0.174375,2.3192,1.76583
398.75,,-11.7018,-0.126984,0.063,1.92672,1.76583
398.792,,-12.2791,-0.126984,0.009375,2.3192,1.75477
398.833,,-13.003,-0.126984,0,2.3192,1.76583
398.875,,-15.0642,-0.155182,0,2.3192,1.76583
398.917,,-16.883,-0.126984,0,2.3192,1.76583
398.958,,-18.1955,-0.126984,0,2.3192,1.76583
399,,-19.929,-0.159851,0,2.3192,1.76583
399.042,,-21.3924,-0.155182,0,2.3192,1.76583
399.083,,-22.1235,-0.126984,0,2.3192,1.76583
399.125,,-23.418,-0.159851,0,2.3192,1.76583
399.167,,-24.001,-0.126984,0,1.92672,1.76583
399.208,1.155,-24.4704,-0.126984,0,2.3192,1.76583
399.25,1.161,-24.677,-0.131683,0,2.3192,1.76583
399.292,1.157,-25.0189,-0.131683,0,2.3192,1.76583
399.333,,-24.7143,-0.131683,0,2.3192,1.76583
