Julian Date,Snow Depth (m),Air Temp (°C),Ground temp (°C),Wind velocity (m/s),hflux1_W_m2,hflux2_W_m2
282,0,0.36908,0.20993,0.79725,6.9576,6.75059
282.042,0,-0.0595703,0.147827,0.532875,9.31248,9.52303
282.083,0,-0.578003,0.114471,0.20475,10.0974,9.52303
282.125,0,-1.22348,0.0858765,0.04425,11.9528,10.0862
282.167,0,-1.68881,0.205139,0.02625,7.3144,6.70635
282.208,0,-1.7254,0.296295,0.086625,6.13696,5.18688
282.25,0,-1.82162,0.325104,0.189375,5.03088,4.51313
282.292,0,-1.858,0.354065,0.2385,4.6384,4.16922
282.333,0,-1.79846,0.382965,0.210375,4.6384,3.67547
282.375,0,-1.3595,0.445862,0.192,5.03088,2.58942
282.417,0,-0.969208,0.538116,0.219375,6.20832,4.36129
282.458,0,-0.532104,0.567352,0.261,6.9576,5.59616
282.5,0.023,-0.315155,0.567352,0.309,6.9576,5.8546
282.542,0.017,0.239868,0.567352,0.38925,6.9576,6.04969
282.583,0.016,0.701538,0.567352,0.466875,6.9576,6.13718
282.625,0.016,0.380188,0.538116,0.513375,7.35008,6.16533
282.667,0.017,-0.34729,0.508942,0.7245,6.9576,6.03461
282.708,0.009,-0.70459,0.538116,1.2495,6.9576,5.94913
282.75,0.032,-0.962311,0.504089,1.80825,7.38576,5.91594
282.792,0.032,-1.44067,0.567352,1.9275,7.3144,5.88377
282.833,0.022,-2.2309,0.567352,1.4475,6.9576,5.8727
282.875,0.024,-3.25595,0.596619,0.83625,6.9576,5.88377
282.917,0.037,-4.12653,0.596619,0.71025,7.35008,5.89483
282.958,0.038,-4.44662,0.596619,0.914625,6.56512,5.87371
283,0.04,-3.97922,0.596619,0.914625,6.9576,5.88276
283.042,0.035,-3.22522,0.625946,0.7395,6.9576,5.86365
283.083,0.046,-2.78961,0.596619,0.6435,6.9576,5.85159
283.125,0.052,-2.60626,0.596619,0.62925,6.9576,5.85058
283.167,0.047,-2.47873,0.625946,0.661875,7.35008,5.8184
283.208,0.043,-2.40182,0.596619,0.7245,7.35008,5.8184
283.25,0.039,-2.46591,0.625946,0.692625,6.9576,5.84052
283.292,0.035,-2.46591,0.596619,0.499125,6.9576,5.81941
283.333,0.031,-2.55215,0.625946,0.314625,6.9576,5.81941
283.375,0.022,-1.86459,0.684662,0.25875,6.9576,5.87471
283.417,0.008,0.0567322,0.684662,0.213,6.9576,5.91997
283.458,0.009,1.20914,0.567352,0.12,7.38576,6.10198
283.5,0.022,1.0397,0.508942,0.066,7.3144,6.06779
283.542,0.027,0.993805,0.596619,0.093375,6.9576,5.97025
283.583,0.013,2.07861,0.596619,0.176625,6.9576,6.07081
283.625,0.029,1.82568,0.567352,0.237,7.35008,6.07986
283.667,0.027,1.50128,0.479797,0.214125,7.74256,6.02354
283.708,0.021,0.671417,0.474976,0.177,6.9576,5.926
283.75,0.021,0.0786438,0.508942,0.236625,7.35008,5.86064
283.792,0.021,-0.503784,0.508942,0.573,6.9576,5.78522
283.833,0.02,-0.750122,0.538116,1.38188,6.9576,5.6746
283.875,0.017,-0.676544,0.538116,2.3985,6.9576,5.55594
283.917,0.02,-0.851288,0.596619,3.05475,6.9576,5.50164
283.958,0.017,-1.07611,0.596619,3.069,6.9576,5.49058
284,0.017,-0.927704,0.596619,2.42138,6.9576,5.43728
284.042,0.013,-1.19614,0.625946,1.43138,7.35008,5.42622
284.083,0.014,-1.48785,0.596619,0.6885,7.35008,5.4051
284.125,0.01,-1.46762,0.625946,0.379875,7.35008,5.38197
284.167,0.01,-1.6521,0.625946,0.259875,6.56512,5.35985
284.208,0.006,-1.4845,0.625946,0.168,5.42336,5.29549
284.25,0.006,-1.44739,0.625946,0.09525,5.74448,5.29549
284.292,0.006,-1.37643,0.596619,0.04275,5.03088,5.31862
284.333,0.006,-1.53159,0.655243,0.018,5.06656,5.34879
284.375,0.006,-0.407898,0.718994,0.043125,4.9952,5.40711
284.417,0.006,0.343201,0.807617,0.114375,4.6384,5.44834
284.458,0.006,0.532745,0.812531,0.178125,4.6384,5.4946
284.5,0.006,0.648895,0.842163,0.214875,4.67408,5.61225
284.542,0.006,1.46988,0.931366,0.26025,5.38768,5.746
284.583,0.014,2.16364,0.931366,0.301125,6.63648,6.15226
284.625,0.013,1.92569,0.689575,0.336375,9.66928,6.20857
284.667,0.016,1.34488,0.596619,0.4485,8.84864,6.02153
284.708,0.014,0.506592,0.596619,0.696,7.35008,5.75907
284.75,0.012,-0.358002,0.567352,1.038,6.9576,5.58812
284.792,0.011,-0.697601,0.596619,1.29975,6.9576,5.52276
284.833,0.014,-0.816498,0.567352,1.33875,6.9576,5.4584
284.875,0.017,-0.753632,0.596619,1.26825,6.9576,5.42622
284.917,0.014,-0.771118,0.625946,1.24988,6.9576,5.41616
284.958,0.014,-0.847809,0.625946,1.29075,6.9576,5.40409
285,0.014,-1.00723,0.625946,1.3065,6.9576,5.36085
285.042,0.015,-1.13794,0.625946,1.2465,6.9576,5.33873
285.083,0.012,-1.31876,0.625946,1.22962,6.9576,5.29549
285.125,0.016,-1.51477,0.625946,1.30387,6.9576,5.29549
285.167,0.017,-1.51477,0.596619,1.31362,6.9576,5.2623
285.208,0.018,-1.5484,0.625946,1.2675,6.9576,5.23013
285.25,0.017,-1.85468,0.596619,1.28475,7.35008,5.18588
285.292,0.018,-2.28586,0.596619,1.25063,6.92192,5.09739
285.333,0.016,-2.49475,0.625946,1.04775,4.6384,5.02398
285.375,0.015,-2.20822,0.718994,0.880875,5.03088,5.02498
285.417,0.016,-1.6254,0.714081,0.95625,4.67408,5.13258
285.458,0.016,-2.09436,0.567352,1.14562,5.38768,5.13057
285.5,0.015,-1.62872,0.382965,1.2195,5.03088,8.78894
285.542,0.018,-0.996887,0.416809,1.07512,4.6384,9.82471
285.583,0.015,0.936554,0.689575,0.750375,4.6384,2.08561
285.625,0.017,1.42294,0.748474,0.4275,6.6008,1.44706
285.667,0.018,1.26718,0.689575,0.24825,6.9576,4.49805
285.708,0.019,0.177399,0.596619,0.161625,6.9576,5.07828
285.75,0.019,-1.25412,0.567352,0.099375,6.9576,5.00889
285.792,0.02,-2.32138,0.474976,0.068625,6.9576,4.86811
285.833,0.019,-2.72656,0.474976,0.063,6.9576,6.95573
285.875,0.019,-2.28586,0.416809,0.06975,6.99328,8.02469
285.917,0.018,-2.66965,0.382965,0.099,7.3144,8.86939
285.958,0.022,-2.83047,0.262665,0.18,6.9576,9.06046
286,0.022,-2.66965,0.262665,0.319875,6.92192,9.16102
286.042,0.022,-2.45312,0.291473,0.478875,6.6008,8.22581
286.083,0.022,-2.26324,0.262665,0.592875,6.9576,7.04926
286.125,0.022,-2.19522,0.262665,0.562125,6.9576,7.03719
286.167,0.021,-2.26971,0.233887,0.388125,6.9576,7.42133
286.208,0.021,-2.23737,0.262665,0.238875,6.9576,7.24032
286.25,0.014,-2.16272,0.262665,0.170625,6.9576,6.78679
286.292,0.019,-2.60626,0.233887,0.097875,6.9576,6.81495
286.333,0.016,-2.91196,0.296295,0.027,6.56512,6.01852
286.375,0.023,-2.90573,0.354065,0.00525,6.13696,4.95157
286.417,0.014,-2.7865,0.382965,0.0195,4.6384,3.79312
286.458,0.051,-2.47556,0.382965,0.068625,4.21024,2.60551
286.5,0.07,-2.12369,0.411957,0.159,2.74736,1.64918
286.542,0.067,-2.2309,0.445862,0.2175,4.6384,1.38471
286.583,0.082,-2.22113,0.445862,0.183,5.45904,1.34952
286.625,0.065,-1.9798,0.411957,0.118875,5.74448,1.1846
286.667,0.088,-2.04861,0.416809,0.09075,6.17264,1.27208
286.708,0.081,-2.29556,0.382965,0.085875,6.6008,1.94483
286.75,0.084,-2.64114,0.411957,0.079875,6.56512,2.84585
286.792,0.099,-2.68866,0.411957,0.0675,6.9576,3.66139
286.833,0.101,-2.51068,0.411957,0.048,6.56512,4.13402
286.875,0.101,-2.37292,0.445862,0.02475,6.9576,4.31704
286.917,0.107,-1.5752,0.382965,0.013875,6.9576,4.43671
286.958,0.095,-0.404358,0.387817,0.01725,6.56512,4.52218
287,0.077,-0.0812988,0.325104,0.017625,6.52944,4.47492
287.042,0.059,-0.0740356,0.325104,0.044625,4.21024,4.14408
287.083,0.069,0.137115,0.325104,0.219375,2.74736,3.92687
287.125,0.065,1.13193,0.296295,0.6105,4.24592,4.20944
287.167,0.05,2.12311,0.329956,1.0695,5.03088,4.33816
287.208,0.054,2.08264,0.325104,1.40325,4.6384,4.40252
287.25,0.05,1.14349,0.354065,1.61925,4.6384,4.32509
287.292,0.034,0.0130615,0.354065,1.88925,4.24592,4.29291
287.333,0.045,-0.0776672,0.358856,2.28375,4.6384,4.40453
287.375,0.042,-0.048645,0.325104,2.64525,4.6384,4.49101
287.417,0.013,-0.0740356,0.354065,2.84588,4.6384,4.57649
287.458,0.002,-0.026886,0.325104,2.89088,4.6384,4.62174
287.5,0.002,0.148102,0.325104,2.811,4.6384,4.71828
287.542,0.061,0.332062,0.329956,2.70225,4.6384,4.70721
287.583,0.066,0.667664,0.325104,2.625,5.06656,4.73034
287.625,0.069,1.08197,0.296295,2.52,5.38768,4.76152
287.667,0.056,0.302521,0.296295,2.38313,4.6384,4.71727
287.708,0.054,-0.066803,0.267426,2.298,4.6384,4.70721
287.75,0.054,-0.221924,0.267426,2.32162,5.42336,4.69615
287.792,0.056,-0.457672,0.296295,2.3805,5.03088,4.69615
287.833,0.06,-0.676544,0.296295,2.32875,5.03088,4.70721
287.875,0.061,-0.732635,0.296295,2.23425,5.81584,4.67302
287.917,0.051,-0.673065,0.267426,2.1585,5.03088,4.68509
287.958,0.046,-0.792023,0.325104,1.90725,5.03088,4.66498
288,0.058,-0.910339,0.325104,1.53,4.6384,4.65291
288.042,0.062,-1.38995,0.354065,1.32563,5.03088,4.66297
288.083,0.062,-1.5752,0.325104,1.36913,5.03088,4.64185
288.125,0.061,-1.815,0.325104,1.57725,5.42336,4.64185
288.167,0.058,-1.93381,0.325104,1.80113,5.03088,4.64185
288.208,0.029,-1.90417,0.325104,1.82025,4.67408,4.60967
288.25,0.039,-1.85141,0.354065,1.5645,6.17264,4.60866
288.292,0.05,-2.65701,0.354065,1.15313,6.56512,4.57649
288.333,0.045,-3.03973,0.354065,0.696,5.81584,4.57649
288.375,0.044,-2.52347,0.354065,0.295125,6.56512,4.57649
288.417,0.05,-1.6521,0.354065,0.06975,6.92192,4.56542
288.458,0.046,-1.58856,0.354065,0.0075,6.6008,4.58755
288.5,0.052,-0.847809,0.354065,0.001125,6.9576,4.57649
288.542,0.053,-0.528564,0.358856,0,6.9576,4.58855
288.583,0.055,-0.254242,0.354065,0.001125,5.81584,4.60766
288.625,0.056,-0.0776672,0.354065,0.02775,4.9952,4.57649
288.667,0.056,-0.680054,0.296295,0.1245,4.6384,4.57649
288.708,0.059,-1.7254,0.296295,0.269625,5.03088,4.57649
288.75,0.06,-2.71396,0.296295,0.3735,5.03088,4.52118
288.792,0.063,-3.07077,0.325104,0.4155,4.67408,4.51112
288.833,0.066,-3.80093,0.325104,0.44325,6.17264,4.49
288.875,0.064,-5.72955,0.325104,0.448125,6.56512,4.45581
288.917,0.063,-7.38092,0.325104,0.39075,6.56512,4.42464
288.958,0.064,-9.10199,0.349213,0.2805,6.13696,4.39045
289,0.064,-10.5105,0.349213,0.153,5.45904,4.32509
289.042,0.059,-11.1461,0.315491,0.072375,6.52944,4.31503
289.083,0.061,-12.012,0.257874,0.15675,5.45904,4.22955
289.125,0.054,-12.0504,0.109711,0.4245,5.42336,5.16677
289.167,0.061,-12.4487,-0.00900269,0.644625,6.20832,15.7276
289.208,0.061,-12.6353,-0.0704041,0.646875,12.1669,16.4214
289.25,0.063,-12.8752,-0.0986938,0.5415,21.2653,17.065
289.292,0.065,-13.5055,-0.159851,0.402,22.0502,17.5075
289.333,0.065,-13.7166,-0.188049,0.223125,22.4784,18.0103
289.375,0.065,-12.7094,-0.216156,0.090375,23.977,18.312
289.417,0.066,-11.8187,-0.220825,0.046125,23.5845,18.1812
289.458,0.06,-9.43674,-0.220825,0.04275,23.192,17.5377
289.5,0.062,-6.77853,-0.220825,0.0525,21.6221,16.0997
289.542,0.047,-5.64853,-0.216156,0.077625,19.3029,14.541
289.583,0.05,-4.38879,-0.188049,0.12675,16.9837,13.1935
289.625,0.054,-2.82422,-0.183319,0.25125,15.8062,11.4638
289.667,0.055,-2.94009,-0.122253,0.509625,12.7378,9.22135
289.708,0.057,-3.43936,-0.0940247,0.912,9.6336,7.52189
289.75,0.057,-4.2435,-0.122253,1.44413,9.2768,6.96076
289.792,0.056,-4.56168,-0.122253,1.94775,9.2768,6.88534
289.833,0.057,-4.50421,-0.0940247,2.18663,8.06368,6.86523
289.875,0.057,-4.5903,-0.0940247,2.20762,7.35008,6.82098
289.917,0.054,-4.93094,-0.0940247,2.23913,6.9576,6.75763
289.958,0.056,-5.94412,-0.126984,2.30625,8.52752,7.13976
290,0.056,-7.60187,-0.126984,2.34375,9.2768,8.36659
290.042,0.058,-8.87546,-0.188049,2.35463,11.6674,9.92527
290.083,0.056,-10.1524,-0.216156,2.24662,13.9509,11.665
290.125,0.067,-9.61279,-0.244202,2.02537,15.4851,13.2136
290.167,0.067,-8.46054,-0.248901,1.87013,16.2344,13.5756
290.208,0.068,-7.94052,-0.248901,1.75238,15.8419,13.0024
290.25,0.068,-7.79614,-0.248901,1.54575,15.4851,12.4694
290.292,0.067,-7.3562,-0.244202,1.35262,15.8062,11.9968
290.333,0.067,-7.40561,-0.248901,1.33162,13.9152,11.313
290.375,0.066,-7.28186,-0.216156,1.38975,13.9152,10.7197
290.417,0.066,-7.60187,-0.244202,1.30163,13.9152,10.6594
290.458,0.067,-6.392,-0.216156,1.01325,12.7734,10.7298
290.5,0.064,-4.90277,-0.216156,0.704625,13.1302,10.0862
290.542,0.058,-4.81805,-0.216156,0.57375,12.7378,9.7141
290.583,0.062,-4.21429,-0.244202,0.50775,12.381,9.92527
290.625,0.059,-3.74118,-0.244202,0.311625,11.6317,10.0057
290.667,0.061,-3.621,-0.244202,0.105,12.7378,10.0158
290.708,0.06,-3.74118,-0.244202,0.025125,12.0242,9.98561
290.75,0.057,-4.64752,-0.272278,0.01725,12.7378,10.0359
290.792,0.067,-6.44403,-0.244202,0.04125,12.8091,10.4281
290.833,0.066,-7.89252,-0.304932,0.087,13.9152,11.1521
290.875,0.067,-8.32016,-0.304932,0.117375,14.7358,12.037
290.917,0.063,-9.14697,-0.337524,0.115125,16.2344,12.8013
290.958,0.064,-10.2373,-0.365417,0.095625,15.4851,13.5454
291,0.063,-11.2866,-0.397919,0.084,16.2701,14.5611
291.042,0.063,-12.0695,-0.425751,0.082125,18.5893,15.5365
291.083,0.069,-11.7799,-0.481293,0.070875,20.0878,16.3511
291.125,0.071,-10.4269,-0.48587,0.075,19.3742,16.5522
291.167,0.071,-9.21423,-0.481293,0.133125,19.6954,15.7578
291.208,0.07,-8.3905,-0.453552,0.210375,17.3762,14.3499
291.25,0.07,-8.3436,-0.425751,0.283125,15.8419,13.0929
291.292,0.07,-8.36707,-0.425751,0.390375,16.1987,12.57
291.333,0.071,-7.60187,-0.421112,0.54225,15.1283,12.1275
291.375,0.064,-6.77853,-0.365417,0.706125,14.2363,11.142
291.417,0.066,-5.99738,-0.337524,0.775125,12.7734,9.86494
291.458,0.063,-4.78973,-0.272278,0.691875,10.4186,8.36659
291.5,0.064,-3.71118,-0.244202,0.61425,8.84864,6.87529
291.542,0.065,-2.89633,-0.211456,0.60075,6.9576,5.37996
291.583,0.062,-2.38254,-0.183319,0.49275,6.52944,4.22453
291.625,0.06,-2.36649,-0.122253,0.276,4.6384,3.54575
291.667,0.057,-2.70447,-0.122253,0.101625,4.6384,3.233
291.708,0.061,-2.79279,-0.122253,0.04125,4.6384,3.18373
291.75,0.068,-3.13269,-0.122253,0.03825,4.6384,3.33658
291.792,0.062,-3.25595,-0.122253,0.0255,4.6384,3.53468
291.833,0.055,-3.03351,-0.122253,0.006375,4.6384,3.75089
291.875,0.051,-2.78961,-0.122253,0,4.6384,3.76899
291.917,0.065,-2.57443,-0.122253,0,4.6384,3.65837
291.958,0.079,-2.28909,-0.122253,0,5.03088,3.41602
292,0.082,-1.69214,-0.0940247,0,3.42528,2.95345
292.042,0.085,-0.979614,-0.122253,0,2.3192,2.13288
292.083,0.086,-0.478943,-0.0610046,0,2.3192,1.39577
292.125,0.084,-0.106598,-0.0326538,0,-0.03568,-0.616433
292.167,0.084,-0.0885315,-0.0326538,0,-0.42816,-0.035196
292.208,0.081,-0.0885315,-0.0610046,0,-0.39248,-0.10961
292.25,0.079,-0.0740356,-0.0326538,0,-1.10608,-0.130728
292.292,0.078,-0.0595703,-0.0326538,0,-0.82064,-0.130728
292.333,0.079,-0.0921326,-0.0326538,0,-2.3192,-0.130728
292.375,0.068,-0.0921326,-0.0326538,0,-1.17744,-0.131734
292.417,0.072,-0.0921326,-0.00424194,0,-1.89104,-0.218215
292.458,0.049,-0.124664,-0.00424194,0,-1.9624,-0.274529
292.5,0.068,0.0968933,-0.00424194,0,-2.3192,-0.337882
292.542,0.063,0.413574,0.000488281,0,-1.92672,-0.32682
292.583,0.085,0.66391,-0.0326538,0,-1.53424,-0.315758
292.625,0.084,1.33716,-0.00424194,0,-1.89104,-0.338887
292.667,0.082,1.80972,0.000488281,0,-1.9624,-0.324809
292.708,0.073,0.98233,-0.00424194,0,-1.17744,-0.238327
292.75,0.071,0.354279,0.0241699,0,-1.49856,-0.207154
292.792,0.071,0.133453,-0.00424194,0,-1.21312,-0.196092
292.833,0.07,0.085907,-0.00424194,0,-1.10608,-0.18503
292.875,0.072,0.049469,0.0289001,0,-1.56992,-0.184025
292.917,0.072,0.0275879,0.000488281,0,-1.92672,-0.163913
292.958,0.073,-0.0160217,-0.00424194,0,-1.92672,-0.152851
293,0.075,-0.142731,0.0241699,0,-1.17744,-0.130728
293.042,0.074,-0.164368,0.000488281,0,-1.53424,-0.130728
293.083,0.075,-0.135498,0.000488281,0,-1.92672,-0.130728
293.125,0.077,-0.193146,0.000488281,0,-1.89104,-0.130728
293.167,0.076,-0.243469,-0.00424194,0,-1.56992,-0.130728
293.208,0.072,-0.257843,-0.00424194,0,-1.53424,-0.130728
293.25,0.062,-0.297272,0.0289001,0,-1.10608,-0.119666
293.292,0.05,-0.257843,0.0289001,0,-1.53424,-0.130728
293.333,0.088,-0.0740356,0.000488281,0,-1.56992,-0.130728
293.375,0.087,0.27301,0.000488281,0,-1.92672,-0.130728
293.417,0.083,0.170044,0.000488281,0,-1.92672,-0.174974
293.458,0.081,-0.404358,-0.00424194,0,-1.49856,-0.208159
293.5,0.088,-0.106598,-0.00424194,0,-1.17744,-0.261456
293.542,0.079,-0.510864,-0.00424194,0,-1.9624,-0.250394
293.583,0.084,-0.701111,0.0241699,0,-1.49856,-0.206148
293.625,0.086,-0.840881,0.0289001,0,-1.56992,-0.196092
293.667,0.088,-1.08646,-0.00424194,0,-2.28352,-0.173969
293.708,0.065,-1.4339,0.0241699,0,-0.78496,-0.151846
293.75,0.084,-1.68549,0.0289001,0,-0.39248,-0.130728
293.792,0.086,-1.73541,-0.00424194,0,-0.78496,0.0070392
293.833,0.086,-2.79593,-0.00424194,0,-0.42816,0.591293
293.875,0.087,-3.8606,0.0241699,0,2.46192,1.76382
293.917,0.086,-4.38879,0.0241699,0,10.1688,5.59214
293.958,0.085,-4.38879,0.0241699,0,13.9152,9.99566
294,0.083,-4.87457,-0.037384,0,13.9152,11.142
294.042,0.088,-4.78973,-0.0657043,0,15.5208,12.0471
294.083,0.088,-4.5903,-0.0940247,0,16.2344,12.6806
294.125,0.085,-5.18243,-0.126984,0,16.2344,12.741
294.167,0.086,-5.23785,-0.126984,0,16.2344,12.8817
294.208,0.086,-5.21014,-0.126984,0,16.2344,13.1231
294.25,0.087,-5.18243,-0.188049,0,16.2344,13.4046
294.292,0.089,-6.59915,-0.155182,0,16.2344,13.6359
294.333,0.088,-7.45486,-0.188049,0,17.4475,14.0985
294.375,0.087,-7.47943,-0.216156,0,18.1611,14.6516
294.417,0.085,-5.86395,-0.216156,0,18.5536,14.8125
294.458,0.085,-5.1268,-0.244202,0,17.4118,14.0985
294.5,0.086,-4.56168,-0.211456,0,16.5912,13.1834
294.542,0.085,-3.77109,-0.211456,0,16.2344,12.2683
294.583,0.085,-2.88379,-0.211456,0,15.4138,11.1823
294.625,0.084,-2.50751,-0.183319,0,13.9152,10.1666
294.667,0.083,-2.64749,-0.183319,0,12.3453,9.22135
294.708,0.084,-3.8606,-0.211456,0,11.2035,8.72861
294.75,0.083,-5.4032,-0.216156,0,10.811,8.90962
294.792,0.083,-6.12982,-0.216156,0,11.596,9.6437
294.833,0.087,-7.47943,-0.244202,0,13.2016,10.4884
294.875,0.084,-8.76111,-0.272278,0,13.9509,11.5745
294.917,0.084,-10.0671,-0.332886,0,16.2344,12.9622
294.958,0.085,-10.9231,-0.365417,0,17.84,14.5913
295,0.083,-10.7386,-0.425751,0,19.7667,16.1499
295.042,0.082,-9.85217,-0.48587,0,20.4803,17.1053
295.083,0.083,-9.41461,-0.48587,0,20.4803,16.7935
295.125,0.083,-8.9664,-0.51358,0,20.1235,16.0997
295.167,0.083,-8.17868,-0.481293,0,20.0878,15.3857
295.208,0.082,-7.72354,-0.481293,0,18.5536,14.4102
295.25,0.083,-8.03613,-0.481293,0,16.163,13.5153
295.292,0.083,-8.50708,-0.481293,0,15.8776,13.103
295.333,0.083,-8.20236,-0.51358,0,15.8062,13.2639
295.375,0.083,-8.20236,-0.509003,0,15.8776,13.1935
295.417,0.084,-8.69217,-0.54126,0,15.8419,13.1935
295.458,0.081,-8.3436,-0.568848,0,16.6626,13.8169
295.5,0.082,-7.65067,-0.601013,0,18.1968,14.5611
295.542,0.081,-7.10721,-0.656067,0,18.9461,15.0438
295.583,0.083,-6.59915,-0.68811,0,20.8371,15.2047
295.625,0.083,-5.91745,-0.68811,0,20.1592,15.2147
295.667,0.085,-6.23514,-0.68811,0,19.6954,15.0739
295.708,0.086,-6.46994,-0.68811,0,19.731,14.9834
295.75,0.085,-7.69925,-0.715485,0,19.3742,15.1242
295.792,0.082,-9.2366,-0.77475,0,20.8728,15.5064
295.833,0.08,-9.87378,-0.833832,0,20.8728,16.2002
295.875,0.085,-10.5314,-0.838379,0,20.9085,16.9242
295.917,0.085,-11.4062,-0.8927,0,23.1563,17.3868
295.958,0.084,-12.0887,-0.951416,0,22.4784,18.1511
296,0.085,-12.4487,-1.00998,0,24.3694,18.9857
296.042,0.082,-12.7094,-1.06833,0,24.7976,19.7299
296.083,0.081,-12.9847,-1.12656,0,24.7619,20.3332
296.125,0.078,-12.9666,-1.18011,0,25.9037,20.8863
296.167,0.078,-12.6168,-1.21127,0,26.3318,21.2584
296.208,0.083,-12.5049,-1.23798,0,27.0454,21.3589
296.25,0.078,-12.5981,-1.26904,0,26.2962,21.4494
296.292,0.081,-12.4674,-1.29565,0,26.7243,21.4193
296.333,0.083,-12.3358,-1.32666,0,25.868,21.3489
296.375,0.082,-12.165,-1.32666,0,25.4755,21.0874
296.417,0.08,-11.6038,-1.32666,0,25.1901,20.645
296.458,0.078,-10.5105,-1.29565,0,25.4755,20.0416
296.5,0.082,-9.52499,-1.30011,0,24.7619,19.3779
296.542,0.084,-8.01227,-1.26904,0,24.7976,18.7645
296.583,0.081,-6.95624,-1.23798,0,23.5488,17.9399
296.625,0.083,-6.23514,-1.21127,0,22.4427,17.065
296.667,0.084,-6.23514,-1.14886,0,21.2296,16.2606
296.708,0.087,-6.80402,-1.12207,0,20.4446,15.6672
296.75,0.086,-8.59988,-1.12207,0,20.1235,15.4561
296.792,0.082,-10.3007,-1.18011,0,20.1592,15.7779
296.833,0.087,-11.446,-1.21127,0,20.9085,16.6226
296.875,0.085,-12.3735,-1.30011,0,23.192,17.5779
296.917,0.084,-13.0393,-1.35315,0,23.2277,18.5634
296.958,0.084,-12.8752,-1.38406,0,25.1187,19.3477
297,0.083,-12.4111,-1.41052,0,25.1544,19.6394
297.042,0.083,-13.0212,-1.46768,0,25.4755,19.6595
297.083,0.085,-13.9943,-1.49844,0,24.0126,19.8204
297.125,0.084,-14.1998,-1.52472,0,24.3694,20.5142
297.167,0.085,-14.9502,-1.61212,0,26.3318,21.2081
297.208,0.084,-15.4653,-1.67307,0,25.868,21.8617
297.25,0.084,-15.4971,-1.72946,0,27.5093,22.4651
297.292,0.081,-15.1774,-1.75543,0,27.8304,22.8472
297.333,0.081,-15.4812,-1.78568,0,28.6154,22.7768
297.375,0.081,-15.322,-1.81592,0,28.2229,22.7266
297.417,0.081,-14.2678,-1.81592,0,29.0435,22.7165
297.458,0.081,-12.6353,-1.81161,0,28.5797,22.3444
297.5,0.08,-10.4897,-1.75543,0,27.7947,21.2986
297.542,0.082,-8.29663,-1.61212,0,24.7262,19.2874
297.583,0.082,-8.50708,-1.52908,0,22.7995,17.236
297.625,0.083,-8.73816,-1.49402,0,22.407,16.4617
297.667,0.083,-9.10199,-1.46768,0,22.0859,16.4617
297.708,0.086,-9.85217,-1.49844,0,22.4427,16.6628
297.75,0.083,-10.7592,-1.49844,0,22.7638,16.884
297.792,0.084,-12.0504,-1.52908,0,22.8709,17.1958
297.833,0.083,-12.5981,-1.58154,0,23.2277,18.0405
297.875,0.08,-12.6539,-1.61212,0,24.7619,18.4528
297.917,0.083,-13.4167,-1.6687,0,24.7262,18.855
297.958,0.085,-13.8387,-1.7251,0,23.977,19.4885
298,0.085,-13.9426,-1.78137,0,24.0126,20.0919
298.042,0.08,-14.6538,-1.83746,0,24.7619,20.5243
298.083,0.084,-14.6372,-1.86761,0,25.5112,21.0774
298.125,0.085,-14.3524,-1.89774,0,25.9037,21.3087
298.167,0.085,-14.3524,-1.92776,0,25.5112,21.2081
298.208,0.084,-14.3862,-1.95776,0,25.5112,21.0673
298.25,0.083,-14.7366,-1.95776,0,25.9037,21.0271
298.292,0.084,-13.7166,-1.95349,0,26.7243,21.1478
298.333,0.085,-12.2221,-1.95349,0,26.653,20.7254
298.375,0.084,-11.4062,-1.89343,0,24.7262,19.7902
298.417,0.085,-11.0856,-1.84177,0,24.7976,18.8751
298.458,0.084,-9.85217,-1.75543,0,24.2981,17.9298
298.5,0.084,-8.17868,-1.61212,0,21.6578,16.3309
298.542,0.085,-7.38092,-1.49402,0,19.6954,14.1186
298.583,0.086,-6.8295,-1.35315,0,16.5912,12.2784
298.625,0.086,-5.94412,-1.23798,0,16.1987,11.2024
298.667,0.087,-4.98709,-1.14886,0,13.9152,10.3878
298.708,0.087,-4.56168,-1.09076,0,12.7378,9.44258
298.75,0.086,-4.76138,-1.00549,0,11.2035,8.72861
298.792,0.086,-5.29312,-0.94693,0,10.0261,8.4571
298.833,0.086,-5.97076,-0.94693,0,10.0618,8.47721
298.875,0.086,-5.62143,-0.94693,0,9.31248,8.65822
298.917,0.083,-5.1268,-0.915314,0,10.0618,8.73866
298.958,0.084,-4.70456,-0.888184,0,10.0618,8.5476
299,0.086,-4.56168,-0.888184,0,9.6336,8.23586
299.042,0.086,-4.84634,-0.856476,0,9.2768,7.99452
299.083,0.086,-4.98709,-0.860992,0,9.2768,8.11519
299.125,0.086,-5.43057,-0.888184,0,9.66928,8.48726
299.167,0.086,-5.86395,-0.94693,0,11.2392,9.11074
299.208,0.087,-6.90564,-0.978455,0,12.4166,9.91522
299.25,0.085,-9.14697,-1.09525,0,13.9152,10.951
299.292,0.087,-10.2161,-1.18011,0,15.8776,12.3287
299.333,0.087,-10.3849,-1.29565,0,17.055,13.8572
299.375,0.087,-11.126,-1.38406,0,19.3742,15.0237
299.417,0.085,-10.9231,-1.49844,0,20.8728,15.808
299.458,0.085,-10.656,-1.55536,0,20.4803,16.2807
